date,time|cst,elevation|meters,storage|tcm,surface area|ha
08/19/2022,13:30,321.866,975711,8391.6
08/19/2022,13:15,321.866,975711,8391.6
08/19/2022,13:00,321.864,975546,8390.2
08/19/2022,12:45,321.862,975381,8388.6
08/19/2022,12:30,321.861,975298,8387.8
08/19/2022,12:15,321.859,975134,8386.4
08/19/2022,12:00,321.857,974970,8385.2
08/19/2022,11:45,321.855,974806,8384.0
08/19/2022,11:30,321.853,974641,8382.4
08/19/2022,11:15,321.853,974641,8382.4
08/19/2022,11:00,321.848,974229,8378.8
08/19/2022,10:45,321.846,974064,8377.6
08/19/2022,10:30,321.846,974064,8377.6
08/19/2022,10:15,321.843,973817,8375.4
08/19/2022,10:00,321.842,973735,8374.6
08/19/2022,09:45,321.842,973735,8374.6
08/19/2022,09:30,321.840,973570,8373.0
08/19/2022,09:15,321.837,973323,8371.2
08/19/2022,09:00,321.834,973076,8369.4
08/19/2022,08:45,321.834,973076,8369.4
08/19/2022,08:30,321.831,972828,8367.6
08/19/2022,08:15,321.830,972746,8367.0
08/19/2022,08:00,321.828,972582,8365.4
08/19/2022,07:45,321.825,972337,8363.0
08/19/2022,07:30,321.821,972007,8360.6
08/19/2022,07:15,321.704,962377,8280.4
08/19/2022,07:00,321.642,957290,8238.6
08/19/2022,06:45,321.633,956552,8232.8
08/19/2022,06:30,321.633,956552,8232.8
08/19/2022,06:15,321.633,956552,8232.8
08/19/2022,06:00,321.633,956552,8232.8
08/19/2022,05:45,321.633,956552,8232.8
08/19/2022,05:30,321.633,956552,8232.8
08/19/2022,05:15,321.633,956552,8232.8
08/19/2022,05:00,321.633,956552,8232.8
08/19/2022,04:45,321.633,956552,8232.8
08/19/2022,04:30,321.633,956552,8232.8
08/19/2022,04:15,321.633,956552,8232.8
08/19/2022,04:00,321.633,956552,8232.8
08/19/2022,03:45,321.633,956552,8232.8
08/19/2022,03:30,321.633,956552,8232.8
08/19/2022,03:15,321.633,956552,8232.8
08/19/2022,03:00,321.633,956552,8232.8
08/19/2022,02:45,321.633,956552,8232.8
08/19/2022,02:30,321.633,956552,8232.8
08/19/2022,02:15,321.633,956552,8232.8
08/19/2022,02:00,321.633,956552,8232.8
08/19/2022,01:45,321.633,956552,8232.8
08/19/2022,01:30,321.633,956552,8232.8
08/19/2022,01:15,321.633,956552,8232.8
08/19/2022,01:00,321.633,956552,8232.8
08/19/2022,00:45,321.633,956552,8232.8
08/19/2022,00:30,321.633,956552,8232.8
08/19/2022,00:15,321.633,956552,8232.8
08/19/2022,00:00,321.633,956552,8232.8
08/18/2022,23:45,321.633,956552,8232.8
08/18/2022,23:30,321.633,956552,8232.8
08/18/2022,23:15,321.633,956552,8232.8
08/18/2022,23:00,321.633,956552,8232.8
08/18/2022,22:45,321.633,956552,8232.8
08/18/2022,22:30,321.633,956552,8232.8
08/18/2022,22:15,321.633,956552,8232.8
08/18/2022,22:00,321.633,956552,8232.8
08/18/2022,21:45,321.633,956552,8232.8
08/18/2022,21:30,321.633,956552,8232.8
08/18/2022,21:15,321.633,956552,8232.8
08/18/2022,21:00,321.633,956552,8232.8
08/18/2022,20:45,321.633,956552,8232.8
08/18/2022,20:30,321.633,956552,8232.8
08/18/2022,20:15,321.633,956552,8232.8
08/18/2022,20:00,321.633,956552,8232.8
08/18/2022,19:45,321.633,956552,8232.8
08/18/2022,19:30,321.633,956552,8232.8
08/18/2022,19:15,321.633,956552,8232.8
08/18/2022,19:00,321.633,956552,8232.8
08/18/2022,18:45,321.633,956552,8232.8
08/18/2022,18:30,321.633,956552,8232.8
08/18/2022,18:15,321.632,956469,8232.2
08/18/2022,18:00,321.628,956141,8229.4
08/18/2022,17:45,321.624,955812,8226.4
08/18/2022,17:30,321.621,955566,8224.6
08/18/2022,17:15,321.618,955320,8222.8
08/18/2022,17:00,321.613,954909,8219.4
08/18/2022,16:45,321.610,954662,8217.0
08/18/2022,16:30,321.607,954417,8215.2
08/18/2022,16:15,321.603,954090,8212.4
08/18/2022,16:00,321.599,953761,8209.4
08/18/2022,15:45,321.595,953433,8207.0
08/18/2022,15:30,321.591,953104,8204.6
08/18/2022,15:15,321.585,952611,8200.0
08/18/2022,15:00,321.582,952364,8198.2
08/18/2022,14:45,321.578,952037,8195.8
08/18/2022,14:30,321.573,951628,8192.4
08/18/2022,14:15,321.568,951217,8188.8
08/18/2022,14:00,321.566,951053,8187.6
08/18/2022,13:45,321.561,950645,8183.8
08/18/2022,13:30,321.558,950400,8181.8
08/18/2022,13:15,321.552,949912,8178.2
08/18/2022,13:00,321.550,949750,8177.0
08/18/2022,12:45,321.544,949265,8172.4
08/18/2022,12:30,321.538,948776,8168.8
08/18/2022,12:15,321.534,948451,8166.2
08/18/2022,12:00,321.529,948045,8162.4
08/18/2022,11:45,321.522,947475,8158.2
08/18/2022,11:30,321.518,947150,8155.4
08/18/2022,11:15,321.513,946745,8151.8
08/18/2022,11:00,321.508,946338,8148.8
08/18/2022,10:45,321.503,945932,8145.4
08/18/2022,10:30,321.500,945688,8143.0
08/18/2022,10:15,321.497,945444,8141.2
08/18/2022,10:00,321.490,944874,8136.0
08/18/2022,09:45,321.486,944549,8133.6
08/18/2022,09:30,321.483,944306,8131.8
08/18/2022,09:15,321.476,943738,8126.8
08/18/2022,09:00,321.470,943250,8123.0
08/18/2022,08:45,321.467,943006,8121.2
08/18/2022,08:30,321.461,942518,8116.8
08/18/2022,08:15,321.451,941707,8110.6
08/18/2022,08:00,321.447,941382,8107.6
08/18/2022,07:45,321.442,940975,8104.2
08/18/2022,07:30,321.438,940650,8101.8
08/18/2022,07:15,321.432,940162,8097.6
08/18/2022,07:00,321.428,939836,8094.8
08/18/2022,06:45,321.425,939592,8093.0
08/18/2022,06:30,321.418,939026,8088.4
08/18/2022,06:15,321.413,938620,8084.8
08/18/2022,06:00,321.409,938297,8082.4
08/18/2022,05:45,321.402,937737,8077.6
08/18/2022,05:30,321.396,937256,8073.6
08/18/2022,05:15,321.389,936698,8069.2
08/18/2022,05:00,321.385,936378,8066.0
08/18/2022,04:45,321.379,935898,8062.4
08/18/2022,04:30,321.372,935337,8057.6
08/18/2022,04:15,321.368,935017,8054.8
08/18/2022,04:00,321.363,934616,8051.8
08/18/2022,03:45,321.355,933978,8046.0
08/18/2022,03:30,321.351,933658,8043.6
08/18/2022,03:15,321.345,933177,8040.0
08/18/2022,03:00,321.340,932777,8036.0
08/18/2022,02:45,321.334,932297,8032.4
08/18/2022,02:30,321.329,931896,8029.4
08/18/2022,02:15,321.322,931338,8024.6
08/18/2022,02:00,321.318,931018,8021.8
08/18/2022,01:45,321.311,930457,8017.6
08/18/2022,01:30,321.304,929897,8012.4
08/18/2022,01:15,321.301,929657,8010.6
08/18/2022,01:00,321.293,929019,8005.4
08/18/2022,00:45,321.288,928618,8001.8
08/18/2022,00:30,321.283,928218,7998.8
08/18/2022,00:15,321.278,927818,7995.4
08/18/2022,00:00,321.275,927577,7993.0
08/17/2022,23:45,321.268,927018,7988.8
08/17/2022,23:30,321.263,926619,7985.8
08/17/2022,23:15,321.257,926139,7981.6
08/17/2022,23:00,321.252,925740,7978.2
08/17/2022,22:45,321.246,925262,7974.6
08/17/2022,22:30,321.240,924783,7970.0
08/17/2022,22:15,321.234,924305,7966.4
08/17/2022,22:00,321.228,923828,7962.4
08/17/2022,21:45,321.223,923429,7958.8
08/17/2022,21:30,321.217,922951,7955.2
08/17/2022,21:15,321.211,922473,7951.6
08/17/2022,21:00,321.206,922074,7947.8
08/17/2022,20:45,321.201,921677,7944.6
08/17/2022,20:30,321.196,921279,7941.6
08/17/2022,20:15,321.192,920960,7938.6
08/17/2022,20:00,321.187,920561,7935.2
08/17/2022,19:45,321.181,920082,7931.6
08/17/2022,19:30,321.178,919843,7929.8
08/17/2022,19:15,321.172,919366,7925.6
08/17/2022,19:00,321.167,918968,7922.2
08/17/2022,18:45,321.160,918410,7918.0
08/17/2022,18:30,321.155,918011,7914.0
08/17/2022,18:15,321.151,917692,7911.6
08/17/2022,18:00,321.147,917373,7909.2
08/17/2022,17:45,321.141,916896,7905.6
08/17/2022,17:30,321.137,916578,7902.6
08/17/2022,17:15,321.135,916418,7901.0
08/17/2022,17:00,321.131,916099,7898.6
08/17/2022,16:45,321.129,915939,7897.4
08/17/2022,16:30,321.127,915780,7896.2
08/17/2022,16:15,321.125,915621,7895.0
08/17/2022,16:00,321.120,915222,7892.0
08/17/2022,15:45,321.118,915062,7890.4
08/17/2022,15:30,321.116,914903,7888.8
08/17/2022,15:15,321.111,914504,7885.6
08/17/2022,15:00,321.106,914110,7882.6
08/17/2022,14:45,321.104,913952,7881.2
08/17/2022,14:30,321.101,913717,7878.8
08/17/2022,14:15,321.096,913324,7875.6
08/17/2022,14:00,321.095,913246,7875.0
08/17/2022,13:45,321.093,913089,7873.8
08/17/2022,13:30,321.090,912854,7872.0
08/17/2022,13:15,321.088,912697,7870.8
08/17/2022,13:00,321.089,912776,7871.4
08/17/2022,12:45,321.085,912462,7869.0
08/17/2022,12:30,321.083,912305,7867.4
08/17/2022,12:15,321.081,912148,7865.8
08/17/2022,12:00,321.079,911991,7864.4
08/17/2022,11:45,321.072,911444,7860.2
08/17/2022,11:30,321.071,911365,7859.6
08/17/2022,11:15,321.069,911209,7858.4
08/17/2022,11:00,321.063,910738,7854.4
08/17/2022,10:45,321.060,910503,7852.0
08/17/2022,10:30,321.060,910503,7852.0
08/17/2022,10:15,321.059,910424,7851.4
08/17/2022,10:00,321.058,910346,7850.8
08/17/2022,09:45,321.057,910267,7850.2
08/17/2022,09:30,321.056,910189,7849.6
08/17/2022,09:15,321.054,910032,7848.4
08/17/2022,09:00,321.051,909796,7846.6
08/17/2022,08:45,321.051,909796,7846.6
08/17/2022,08:30,321.048,909562,7844.8
08/17/2022,08:15,321.045,909328,7843.0
08/17/2022,08:00,321.043,909171,7841.4
08/17/2022,07:45,321.041,909014,7839.8
08/17/2022,07:30,321.038,908779,7837.8
08/17/2022,07:15,321.036,908622,7836.6
08/17/2022,07:00,321.034,908466,7835.4
08/17/2022,06:45,321.032,908309,7834.2
08/17/2022,06:30,321.032,908309,7834.2
08/17/2022,06:15,321.031,908230,7833.6
08/17/2022,06:00,321.030,908152,7833.0
08/17/2022,05:45,321.031,908230,7833.6
08/17/2022,05:30,321.029,908073,7832.4
08/17/2022,05:15,321.025,907759,7830.0
08/17/2022,05:00,321.022,907524,7827.6
08/17/2022,04:45,321.020,907367,7826.0
08/17/2022,04:30,321.017,907133,7824.2
08/17/2022,04:15,321.014,906899,7822.4
08/17/2022,04:00,321.011,906663,7820.6
08/17/2022,03:45,321.008,906428,7818.8
08/17/2022,03:30,321.005,906193,7817.0
08/17/2022,03:15,321.003,906036,7815.4
08/17/2022,03:00,321.003,906036,7815.4
08/17/2022,02:45,321.003,906036,7815.4
08/17/2022,02:30,321.002,905957,7814.6
08/17/2022,02:15,321.002,905957,7814.6
08/17/2022,02:00,320.999,905722,7812.4
08/17/2022,01:45,320.996,905486,7810.6
08/17/2022,01:30,320.993,905251,7808.8
08/17/2022,01:15,320.991,905094,7807.6
08/17/2022,01:00,320.986,904702,7804.6
08/17/2022,00:45,320.982,904390,7801.6
08/17/2022,00:30,320.979,904156,7799.4
08/17/2022,00:15,320.976,903920,7797.6
08/17/2022,00:00,320.973,903685,7795.8
08/16/2022,23:45,320.969,903371,7793.4
08/16/2022,23:30,320.969,903371,7793.4
08/16/2022,23:15,320.966,903135,7791.6
08/16/2022,23:00,320.966,903135,7791.6
08/16/2022,22:45,320.967,903214,7792.2
08/16/2022,22:30,320.964,902979,7790.2
08/16/2022,22:15,320.958,902508,7785.8
08/16/2022,22:00,320.950,901884,7781.0
08/16/2022,21:45,320.948,901728,7779.8
08/16/2022,21:30,320.943,901337,7776.4
08/16/2022,21:15,320.937,900867,7772.2
08/16/2022,21:00,320.934,900633,7770.4
08/16/2022,20:45,320.930,900320,7768.0
08/16/2022,20:30,320.919,899463,7760.4
08/16/2022,20:15,320.915,899150,7758.0
08/16/2022,20:00,320.914,899072,7757.4
08/16/2022,19:45,320.910,898759,7755.0
08/16/2022,19:30,320.908,898603,7753.8
08/16/2022,19:15,320.908,898603,7753.8
08/16/2022,19:00,320.900,897977,7749.0
08/16/2022,18:45,320.894,897508,7744.4
08/16/2022,18:30,320.889,897120,7741.4
08/16/2022,18:15,320.879,896338,7735.2
08/16/2022,18:00,320.871,895712,7729.6
08/16/2022,17:45,320.864,895165,7725.4
08/16/2022,17:30,320.860,894853,7723.0
08/16/2022,17:15,320.856,894542,7720.6
08/16/2022,17:00,320.849,893995,7715.4
08/16/2022,16:45,320.841,893369,7710.6
08/16/2022,16:30,320.837,893056,7708.2
08/16/2022,16:15,320.835,892900,7707.0
08/16/2022,16:00,320.833,892744,7705.8
08/16/2022,15:45,320.834,892822,7706.4
08/16/2022,15:30,320.833,892744,7705.8
08/16/2022,15:15,320.828,892354,7702.4
08/16/2022,15:00,320.824,892043,7699.4
08/16/2022,14:45,320.826,892199,7700.8
08/16/2022,14:30,320.821,891808,7697.6
08/16/2022,14:15,320.820,891730,7697.0
08/16/2022,14:00,320.825,892121,7700.0
08/16/2022,13:45,320.821,891808,7697.6
08/16/2022,13:30,320.823,891965,7698.8
08/16/2022,13:15,320.825,892121,7700.0
08/16/2022,13:00,320.823,891965,7698.8
08/16/2022,12:45,320.823,891965,7698.8
08/16/2022,12:30,320.823,891965,7698.8
08/16/2022,12:15,320.821,891808,7697.6
08/16/2022,12:00,320.820,891730,7697.0
08/16/2022,11:45,320.817,891495,7695.2
08/16/2022,11:30,320.812,891104,7692.2
08/16/2022,11:15,320.809,890870,7690.2
08/16/2022,11:00,320.807,890714,7688.6
08/16/2022,10:45,320.806,890636,7687.8
08/16/2022,10:30,320.809,890870,7690.2
08/16/2022,10:15,320.809,890870,7690.2
08/16/2022,10:00,320.811,891026,7691.6
08/16/2022,09:45,320.811,891026,7691.6
08/16/2022,09:30,320.812,891104,7692.2
08/16/2022,09:15,320.811,891026,7691.6
08/16/2022,09:00,320.815,891339,7694.0
08/16/2022,08:45,320.816,891417,7694.6
08/16/2022,08:30,320.818,891574,7695.8
08/16/2022,08:15,320.817,891495,7695.2
08/16/2022,08:00,320.814,891261,7693.4
08/16/2022,07:45,320.813,891183,7692.8
08/16/2022,07:30,320.813,891183,7692.8
08/16/2022,07:15,320.811,891026,7691.6
08/16/2022,07:00,320.814,891261,7693.4
08/16/2022,06:45,320.815,891339,7694.0
08/16/2022,06:30,320.813,891183,7692.8
08/16/2022,06:15,320.812,891104,7692.2
08/16/2022,06:00,320.812,891104,7692.2
08/16/2022,05:45,320.814,891261,7693.4
08/16/2022,05:30,320.816,891417,7694.6
08/16/2022,05:15,320.817,891495,7695.2
08/16/2022,05:00,320.818,891574,7695.8
08/16/2022,04:45,320.818,891574,7695.8
08/16/2022,04:30,320.816,891417,7694.6
08/16/2022,04:15,320.813,891183,7692.8
08/16/2022,04:00,320.812,891104,7692.2
08/16/2022,03:45,320.810,890948,7691.0
08/16/2022,03:30,320.806,890636,7687.8
08/16/2022,03:15,320.809,890870,7690.2
08/16/2022,03:00,320.809,890870,7690.2
08/16/2022,02:45,320.809,890870,7690.2
08/16/2022,02:30,320.808,890792,7689.4
08/16/2022,02:15,320.808,890792,7689.4
08/16/2022,02:00,320.810,890948,7691.0
08/16/2022,01:45,320.812,891104,7692.2
08/16/2022,01:30,320.813,891183,7692.8
08/16/2022,01:15,320.815,891339,7694.0
08/16/2022,01:00,320.812,891104,7692.2
08/16/2022,00:45,320.810,890948,7691.0
08/16/2022,00:30,320.809,890870,7690.2
08/16/2022,00:15,320.807,890714,7688.6
08/16/2022,00:00,320.805,890558,7687.0
08/15/2022,23:45,320.806,890636,7687.8
08/15/2022,23:30,320.803,890402,7685.8
08/15/2022,23:15,320.804,890480,7686.4
08/15/2022,23:00,320.805,890558,7687.0
08/15/2022,22:45,320.805,890558,7687.0
08/15/2022,22:30,320.805,890558,7687.0
08/15/2022,22:15,320.808,890792,7689.4
08/15/2022,22:00,320.810,890948,7691.0
08/15/2022,21:45,320.809,890870,7690.2
08/15/2022,21:30,320.806,890636,7687.8
08/15/2022,21:15,320.806,890636,7687.8
08/15/2022,21:00,320.801,890246,7684.6
08/15/2022,20:45,320.801,890246,7684.6
08/15/2022,20:30,320.802,890324,7685.2
08/15/2022,20:15,320.802,890324,7685.2
08/15/2022,20:00,320.799,890091,7683.4
08/15/2022,19:45,320.801,890246,7684.6
08/15/2022,19:30,320.805,890558,7687.0
08/15/2022,19:15,320.805,890558,7687.0
08/15/2022,19:00,320.800,890168,7684.0
08/15/2022,18:45,320.796,889861,7681.6
08/15/2022,18:30,320.797,889938,7682.2
08/15/2022,18:15,320.792,889552,7679.2
08/15/2022,18:00,320.793,889630,7679.8
08/15/2022,17:45,320.788,889243,7676.8
08/15/2022,17:30,320.787,889166,7676.2
08/15/2022,17:15,320.788,889243,7676.8
08/15/2022,17:00,320.789,889321,7677.4
08/15/2022,16:45,320.789,889321,7677.4
08/15/2022,16:30,320.788,889243,7676.8
08/15/2022,16:15,320.794,889707,7680.4
08/15/2022,16:00,320.796,889861,7681.6
08/15/2022,15:45,320.796,889861,7681.6
08/15/2022,15:30,320.797,889938,7682.2
08/15/2022,15:15,320.798,890014,7682.8
08/15/2022,15:00,320.794,889707,7680.4
08/15/2022,14:45,320.789,889321,7677.4
08/15/2022,14:30,320.789,889321,7677.4
08/15/2022,14:15,320.787,889166,7676.2
08/15/2022,14:00,320.785,889011,7675.0
08/15/2022,13:45,320.787,889166,7676.2
08/15/2022,13:30,320.791,889475,7678.6
08/15/2022,13:15,320.793,889630,7679.8
08/15/2022,13:00,320.795,889784,7681.0
08/15/2022,12:45,320.803,890402,7685.8
08/15/2022,12:30,320.806,890636,7687.8
08/15/2022,12:15,320.806,890636,7687.8
08/15/2022,12:00,320.811,891026,7691.6
08/15/2022,11:45,320.811,891026,7691.6
08/15/2022,11:30,320.809,890870,7690.2
08/15/2022,11:15,320.806,890636,7687.8
08/15/2022,11:00,320.805,890558,7687.0
08/15/2022,10:45,320.802,890324,7685.2
08/15/2022,10:30,320.800,890168,7684.0
08/15/2022,10:15,320.801,890246,7684.6
08/15/2022,10:00,320.804,890480,7686.4
08/15/2022,09:45,320.804,890480,7686.4
08/15/2022,09:30,320.804,890480,7686.4
08/15/2022,09:15,320.805,890558,7687.0
08/15/2022,09:00,320.802,890324,7685.2
08/15/2022,08:45,320.802,890324,7685.2
08/15/2022,08:30,320.804,890480,7686.4
08/15/2022,08:15,320.803,890402,7685.8
08/15/2022,08:00,320.800,890168,7684.0
08/15/2022,07:45,320.799,890091,7683.4
08/15/2022,07:30,320.796,889861,7681.6
08/15/2022,07:15,320.791,889475,7678.6
08/15/2022,07:00,320.791,889475,7678.6
08/15/2022,06:45,320.790,889398,7678.0
08/15/2022,06:30,320.791,889475,7678.6
08/15/2022,06:15,320.790,889398,7678.0
08/15/2022,06:00,320.793,889630,7679.8
08/15/2022,05:45,320.794,889707,7680.4
08/15/2022,05:30,320.794,889707,7680.4
08/15/2022,05:15,320.794,889707,7680.4
08/15/2022,05:00,320.795,889784,7681.0
08/15/2022,04:45,320.794,889707,7680.4
08/15/2022,04:30,320.795,889784,7681.0
08/15/2022,04:15,320.795,889784,7681.0
08/15/2022,04:00,320.791,889475,7678.6
08/15/2022,03:45,320.790,889398,7678.0
08/15/2022,03:30,320.789,889321,7677.4
08/15/2022,03:15,320.790,889398,7678.0
08/15/2022,03:00,320.789,889321,7677.4
08/15/2022,02:45,320.792,889552,7679.2
08/15/2022,02:30,320.793,889630,7679.8
08/15/2022,02:15,320.795,889784,7681.0
08/15/2022,02:00,320.794,889707,7680.4
08/15/2022,01:45,320.794,889707,7680.4
08/15/2022,01:30,320.794,889707,7680.4
08/15/2022,01:15,320.793,889630,7679.8
08/15/2022,01:00,320.792,889552,7679.2
08/15/2022,00:45,320.793,889630,7679.8
08/15/2022,00:30,320.791,889475,7678.6
08/15/2022,00:15,320.786,889088,7675.6
08/15/2022,00:00,320.786,889088,7675.6
08/14/2022,23:45,320.785,889011,7675.0
08/14/2022,23:30,320.783,888857,7673.4
08/14/2022,23:15,320.784,888934,7674.2
08/14/2022,23:00,320.786,889088,7675.6
08/14/2022,22:45,320.786,889088,7675.6
08/14/2022,22:30,320.786,889088,7675.6
08/14/2022,22:15,320.787,889166,7676.2
08/14/2022,22:00,320.788,889243,7676.8
08/14/2022,21:45,320.787,889166,7676.2
08/14/2022,21:30,320.787,889166,7676.2
08/14/2022,21:15,320.789,889321,7677.4
08/14/2022,21:00,320.787,889166,7676.2
08/14/2022,20:45,320.785,889011,7675.0
08/14/2022,20:30,320.785,889011,7675.0
08/14/2022,20:15,320.784,888934,7674.2
08/14/2022,20:00,320.784,888934,7674.2
08/14/2022,19:45,320.784,888934,7674.2
08/14/2022,19:30,320.784,888934,7674.2
08/14/2022,19:15,320.785,889011,7675.0
08/14/2022,19:00,320.787,889166,7676.2
08/14/2022,18:45,320.787,889166,7676.2
08/14/2022,18:30,320.787,889166,7676.2
08/14/2022,18:15,320.789,889321,7677.4
08/14/2022,18:00,320.791,889475,7678.6
08/14/2022,17:45,320.793,889630,7679.8
08/14/2022,17:30,320.797,889938,7682.2
08/14/2022,17:15,320.795,889784,7681.0
08/14/2022,17:00,320.798,890014,7682.8
08/14/2022,16:45,320.797,889938,7682.2
08/14/2022,16:30,320.799,890091,7683.4
08/14/2022,16:15,320.802,890324,7685.2
08/14/2022,16:00,320.806,890636,7687.8
08/14/2022,15:45,320.804,890480,7686.4
08/14/2022,15:30,320.809,890870,7690.2
08/14/2022,15:15,320.812,891104,7692.2
08/14/2022,15:00,320.815,891339,7694.0
08/14/2022,14:45,320.815,891339,7694.0
08/14/2022,14:30,320.818,891574,7695.8
08/14/2022,14:15,320.817,891495,7695.2
08/14/2022,14:00,320.820,891730,7697.0
08/14/2022,13:45,320.822,891886,7698.2
08/14/2022,13:30,320.822,891886,7698.2
08/14/2022,13:15,320.822,891886,7698.2
08/14/2022,13:00,320.822,891886,7698.2
08/14/2022,12:45,320.823,891965,7698.8
08/14/2022,12:30,320.824,892043,7699.4
08/14/2022,12:15,320.824,892043,7699.4
08/14/2022,12:00,320.827,892277,7701.6
08/14/2022,11:45,320.828,892354,7702.4
08/14/2022,11:30,320.829,892432,7703.2
08/14/2022,11:15,320.830,892510,7704.0
08/14/2022,11:00,320.830,892510,7704.0
08/14/2022,10:45,320.830,892510,7704.0
08/14/2022,10:30,320.830,892510,7704.0
08/14/2022,10:15,320.829,892432,7703.2
08/14/2022,10:00,320.829,892432,7703.2
08/14/2022,09:45,320.828,892354,7702.4
08/14/2022,09:30,320.828,892354,7702.4
08/14/2022,09:15,320.828,892354,7702.4
08/14/2022,09:00,320.828,892354,7702.4
08/14/2022,08:45,320.829,892432,7703.2
08/14/2022,08:30,320.829,892432,7703.2
08/14/2022,08:15,320.829,892432,7703.2
08/14/2022,08:00,320.828,892354,7702.4
08/14/2022,07:45,320.829,892432,7703.2
08/14/2022,07:30,320.829,892432,7703.2
08/14/2022,07:15,320.829,892432,7703.2
08/14/2022,07:00,320.829,892432,7703.2
08/14/2022,06:45,320.827,892277,7701.6
08/14/2022,06:30,320.826,892199,7700.8
08/14/2022,06:15,320.824,892043,7699.4
08/14/2022,06:00,320.824,892043,7699.4
08/14/2022,05:45,320.824,892043,7699.4
08/14/2022,05:30,320.823,891965,7698.8
08/14/2022,05:15,320.825,892121,7700.0
08/14/2022,05:00,320.825,892121,7700.0
08/14/2022,04:45,320.825,892121,7700.0
08/14/2022,04:30,320.826,892199,7700.8
08/14/2022,04:15,320.828,892354,7702.4
08/14/2022,04:00,320.827,892277,7701.6
08/14/2022,03:45,320.827,892277,7701.6
08/14/2022,03:30,320.827,892277,7701.6
08/14/2022,03:15,320.827,892277,7701.6
08/14/2022,03:00,320.824,892043,7699.4
08/14/2022,02:45,320.823,891965,7698.8
08/14/2022,02:30,320.822,891886,7698.2
08/14/2022,02:15,320.823,891965,7698.8
08/14/2022,02:00,320.822,891886,7698.2
08/14/2022,01:45,320.824,892043,7699.4
08/14/2022,01:30,320.826,892199,7700.8
08/14/2022,01:15,320.826,892199,7700.8
08/14/2022,01:00,320.827,892277,7701.6
08/14/2022,00:45,320.827,892277,7701.6
08/14/2022,00:30,320.826,892199,7700.8
08/14/2022,00:15,320.829,892432,7703.2
08/14/2022,00:00,320.826,892199,7700.8
08/13/2022,23:45,320.827,892277,7701.6
08/13/2022,23:30,320.823,891965,7698.8
08/13/2022,23:15,320.820,891730,7697.0
08/13/2022,23:00,320.818,891574,7695.8
08/13/2022,22:45,320.818,891574,7695.8
08/13/2022,22:30,320.822,891886,7698.2
08/13/2022,22:15,320.823,891965,7698.8
08/13/2022,22:00,320.825,892121,7700.0
08/13/2022,21:45,320.825,892121,7700.0
08/13/2022,21:30,320.825,892121,7700.0
08/13/2022,21:15,320.824,892043,7699.4
08/13/2022,21:00,320.825,892121,7700.0
08/13/2022,20:45,320.825,892121,7700.0
08/13/2022,20:30,320.823,891965,7698.8
08/13/2022,20:15,320.822,891886,7698.2
08/13/2022,20:00,320.822,891886,7698.2
08/13/2022,19:45,320.820,891730,7697.0
08/13/2022,19:30,320.818,891574,7695.8
08/13/2022,19:15,320.822,891886,7698.2
08/13/2022,19:00,320.824,892043,7699.4
08/13/2022,18:45,320.824,892043,7699.4
08/13/2022,18:30,320.829,892432,7703.2
08/13/2022,18:15,320.836,892978,7707.6
08/13/2022,18:00,320.836,892978,7707.6
08/13/2022,17:45,320.832,892666,7705.2
08/13/2022,17:30,320.834,892822,7706.4
08/13/2022,17:15,320.834,892822,7706.4
08/13/2022,17:00,320.834,892822,7706.4
08/13/2022,16:45,320.838,893135,7708.8
08/13/2022,16:30,320.839,893213,7709.4
08/13/2022,16:15,320.829,892432,7703.2
08/13/2022,16:00,320.826,892199,7700.8
08/13/2022,15:45,320.826,892199,7700.8
08/13/2022,15:30,320.836,892978,7707.6
08/13/2022,15:15,320.836,892978,7707.6
08/13/2022,15:00,320.844,893604,7712.4
08/13/2022,14:45,320.846,893760,7713.6
08/13/2022,14:30,320.846,893760,7713.6
08/13/2022,14:15,320.846,893760,7713.6
08/13/2022,14:00,320.847,893838,7714.2
08/13/2022,13:45,320.849,893995,7715.4
08/13/2022,13:30,320.850,894073,7716.0
08/13/2022,13:15,320.851,894151,7716.8
08/13/2022,13:00,320.852,894229,7717.6
08/13/2022,12:45,320.853,894308,7718.4
08/13/2022,12:30,320.854,894386,7719.2
08/13/2022,12:15,320.854,894386,7719.2
08/13/2022,12:00,320.857,894620,7721.2
08/13/2022,11:45,320.858,894697,7721.8
08/13/2022,11:30,320.858,894697,7721.8
08/13/2022,11:15,320.857,894620,7721.2
08/13/2022,11:00,320.857,894620,7721.2
08/13/2022,10:45,320.858,894697,7721.8
08/13/2022,10:30,320.857,894620,7721.2
08/13/2022,10:15,320.858,894697,7721.8
08/13/2022,10:00,320.858,894697,7721.8
08/13/2022,09:45,320.858,894697,7721.8
08/13/2022,09:30,320.858,894697,7721.8
08/13/2022,09:15,320.857,894620,7721.2
08/13/2022,09:00,320.858,894697,7721.8
08/13/2022,08:45,320.858,894697,7721.8
08/13/2022,08:30,320.858,894697,7721.8
08/13/2022,08:15,320.859,894775,7722.4
08/13/2022,08:00,320.858,894697,7721.8
08/13/2022,07:45,320.857,894620,7721.2
08/13/2022,07:30,320.857,894620,7721.2
08/13/2022,07:15,320.856,894542,7720.6
08/13/2022,07:00,320.855,894464,7720.0
08/13/2022,06:45,320.854,894386,7719.2
08/13/2022,06:30,320.855,894464,7720.0
08/13/2022,06:15,320.854,894386,7719.2
08/13/2022,06:00,320.854,894386,7719.2
